year,Country,³·¸åÂÊ
2009,United States,0.000250459
2010,Algeria,0.000318776
2010,Argentina,6.70871E-05
2010,Australia,0.000463913
2010,Austria,0.000200602
2010,Belarus,0.000465766
2010,Belgium,0.000258673
2010,Brazil,9.65974E-05
2010,Cameroon,0.001191895
2010,Canada,0.000370464
2010,Chile,0.000176944
2010,China,0.00612178
2010,Croatia,0.00012108
2010,Czech Republic,0.000683103
2010,Denmark,0.000141972
2010,Egypt,0.000456913
2010,Ethiopia,0.000917431
2010,Finland,0.000311565
2010,France,0.000144703
2010,Germany,0.000310919
2010,Greece,0.000355661
2010,Guyana,0.025
2010,Hong Kong,0.000261483
2010,Hungary,0.000532028
2010,India,0.001065714
2010,Indonesia,0.000557984
2010,Iran,0.002890271
2010,Ireland,0.000247668
2010,Israel,0.00016952
2010,Italy,0.000213749
2010,Japan,0.000359482
2010,Jordan,0.001857873
2010,Kazakhstan,0.001412429
2010,Kenya,0.000521648
2010,Lebanon,0.000672043
2010,Libya,0.00286533
2010,Lithuania,0.000396511
2010,Luxembourg,0.000511247
2010,Macedonia,0.001472754
2010,Malaysia,0.002820389
2010,Mexico,0.000126481
2010,Montenegro,0.004081633
2010,Morocco,0.000358809
2010,Myanmar (formerly Burma),0.002347418
2010,Netherlands,0.000194534
2010,New Zealand,0.000551398
2010,Norway,0.000312266
2010,Oman,0.002185792
2010,Pakistan,0.002845163
2010,Peru,0.000653168
2010,Philippines,0.000465766
2010,Poland,2.26526E-05
2010,Portugal,0.000112892
2010,Romania,0.000178987
2010,Russia,6.99855E-05
2010,Rwanda,0.006134969
2010,Saudi Arabia,0.0015231
2010,Serbia,0.001511335
2010,Singapore,0.000596501
2010,Slovakia,0.000193087
2010,South Africa,0.000291864
2010,South Korea,0.000534188
2010,Spain,0.00012413
2010,Sweden,0.000194194
2010,Switzerland,0.000138523
2010,Taiwan,0.001724957
2010,Thailand,0.002630514
2010,Tunisia,0.000658762
2010,Turkey,0.00052776
2010,Ukraine,0.000239693
2010,United Kingdom,0.000455386
2010,United States,0.000283837
2010,Venezuela,0.000233754
2010,Vietnam,0.001124016
2011,Algeria,0.000521376
2011,Argentina,0.0001837
2011,Australia,0.000481088
2011,Austria,0.000284819
2011,Azerbaijan,0.001096491
2011,Bangladesh,0.000322061
2011,Belgium,0.000137193
2011,Benin,0.002257336
2011,Botswana,0.002114165
2011,Brazil,0.000238534
2011,Cambodia,0.002597403
2011,Cameroon,0.003024194
2011,Canada,0.000446782
2011,China,0.005528638
2011,Croatia,0.000111807
2011,Denmark,0.000395552
2011,Egypt,0.000971109
2011,Finland,0.000179932
2011,France,0.000214109
2011,Gabon,0.005291005
2011,Germany,0.000889714
2011,Greece,0.000227881
2011,Hong Kong,0.000497595
2011,India,0.000882673
2011,Indonesia,0.000142969
2011,Iran,0.000979924
2011,Iraq,0.001498501
2011,Ireland,0.000237285
2011,Israel,0.000333037
2011,Italy,0.000283254
2011,Japan,0.00050649
2011,Jordan,0.000905797
2011,Kuwait,0.000841751
2011,Latvia,0.000480538
2011,Lebanon,0.000557103
2011,Luxembourg,0.000418936
2011,Malaysia,0.000649632
2011,Mexico,0.000183905
2011,Mongolia,0.000777001
2011,Morocco,0.000295596
2011,Myanmar (formerly Burma),0.002212389
2011,Nepal,0.000714286
2011,Netherlands,0.000494406
2011,New Zealand,0.000215936
2011,Nigeria,0.000549753
2011,Norway,5.78235E-05
2011,Oman,0.000901713
2011,Pakistan,0.001285843
2011,Palestine,0.002262443
2011,Philippines,0.00091617
2011,Poland,4.0563E-05
2011,Portugal,4.95761E-05
2011,Qatar,0.001009082
2011,Romania,0.000446229
2011,Russia,8.59882E-05
2011,Saudi Arabia,0.000343485
2011,Serbia,0.000275824
2011,Singapore,0.000558036
2011,Slovenia,0.000177525
2011,South Africa,0.000345702
2011,South Korea,0.000644667
2011,Spain,0.00027049
2011,Sri Lanka,0.00052521
2011,Sweden,0.000244843
2011,Switzerland,0.000263054
2011,Taiwan,0.0011261
2011,Thailand,0.000185391
2011,Togo,0.009090909
2011,Tunisia,0.000756716
2011,Turkey,0.000412253
2011,Uganda,0.001670844
2011,United Arab Emirates,0.00083612
2011,United Kingdom,0.000494252
2011,United States,0.000276948
2011,Vietnam,0.00062054
2012,Algeria,0.000618047
2012,Argentina,5.41477E-05
2012,Australia,0.000252601
2012,Austria,0.000363339
2012,Bangladesh,0.000569801
2012,Botswana,0.002197802
2012,Brazil,9.99773E-05
2012,Canada,0.000337083
2012,Chile,8.08473E-05
2012,China,0.0004225
2012,Croatia,0.000106872
2012,Cuba,0.000189789
2012,Cyprus,0.000516796
2012,Denmark,0.000157276
2012,Egypt,0.000827757
2012,Estonia,0.000377358
2012,Fiji,0.004237288
2012,Finland,0.000111501
2012,France,0.000208424
2012,Georgia,0.00101626
2012,Germany,0.000367636
2012,Ghana,0.000581395
2012,Greece,0.0003367
2012,Hong Kong,8.2713E-05
2012,Hungary,0.000377572
2012,India,0.000829258
2012,Indonesia,8.967E-05
2012,Iran,0.001073761
2012,Ireland,7.63475E-05
2012,Israel,0.000265618
2012,Italy,0.000353905
2012,Japan,0.000977216
2012,Jordan,0.000381388
2012,Kazakhstan,0.000948767
2012,Lebanon,0.00049776
2012,Lithuania,0.000551572
2012,Malaysia,0.002037382
2012,Mexico,7.0624E-05
2012,Morocco,0.000682749
2012,Nepal,0.000475511
2012,Netherlands,0.000815494
2012,New Zealand,0.000141343
2012,Nigeria,0.000462481
2012,Norway,0.000162955
2012,Pakistan,0.000884467
2012,Palestine,0.001718213
2012,Peru,0.000251004
2012,Poland,0.000106758
2012,Portugal,8.5237E-05
2012,Puerto Rico,0.000583771
2012,Qatar,0.000396825
2012,Republic of the Congo (Congo-Brazzaville),0.004016064
2012,Romania,0.000976563
2012,Russia,2.03326E-05
2012,Saudi Arabia,0.00071794
2012,Serbia,0.000471642
2012,Singapore,0.000673325
2012,Slovakia,0.000150105
2012,South Africa,5.04414E-05
2012,South Korea,0.000816148
2012,Spain,0.000294653
2012,Sri Lanka,0.0004329
2012,Sudan,0.001349528
2012,Sweden,0.000306193
2012,Switzerland,0.000194567
2012,Taiwan,0.000297865
2012,Thailand,0.000154488
2012,Tunisia,0.000993213
2012,Turkey,0.000800526
2012,United Arab Emirates,0.001125704
2012,United Kingdom,0.000296615
2012,United States,0.000290172
2012,Vietnam,0.000273823
2012,Zimbabwe,0.001430615
2013,Albania,0.000972763
2013,Argentina,0.000201837
2013,Armenia,0.000821018
2013,Australia,0.000248324
2013,Austria,0.000168159
2013,Azerbaijan,0.001755926
2013,Bahrain,0.012195122
2013,Bangladesh,0.000305717
2013,Belgium,0.000266176
2013,Belize,0.020833333
2013,Brazil,0.000221074
2013,Canada,0.000252546
2013,Chile,0.000218087
2013,China,0.000635351
2013,Colombia,0.00024639
2013,Croatia,0.000214362
2013,Czech Republic,0.000516966
2013,Denmark,0.000216599
2013,Egypt,0.001080405
2013,Ethiopia,0.000467071
2013,Finland,0.000155055
2013,France,0.000243867
2013,Georgia,0.00094162
2013,Germany,0.00027132
2013,Greece,0.000522493
2013,Iceland,0.000712758
2013,India,0.000880599
2013,Indonesia,6.18735E-05
2013,Iran,0.001210134
2013,Iraq,0.000255102
2013,Ireland,0.000358886
2013,Israel,4.90533E-05
2013,Italy,0.000305787
2013,Japan,0.00118735
2013,Jordan,0.000304414
2013,Kazakhstan,0.000615764
2013,Kosovo,0.004854369
2013,Kuwait,0.00069541
2013,Latvia,0.000415628
2013,Lebanon,0.002534854
2013,Libya,0.001923077
2013,Lithuania,0.00026295
2013,Malaysia,0.000542236
2013,Mexico,0.000127166
2013,Morocco,0.00058434
2013,Nepal,0.000360231
2013,Netherlands,0.000578573
2013,New Zealand,0.000266099
2013,Nigeria,0.000171116
2013,Norway,0.00015153
2013,Pakistan,0.000637349
2013,Poland,7.41994E-05
2013,Portugal,0.000454821
2013,Romania,0.000469484
2013,Russia,5.23935E-05
2013,Saudi Arabia,0.001697073
2013,Serbia,0.000456725
2013,Singapore,0.000680913
2013,Slovakia,0.000129199
2013,Slovenia,0.000153233
2013,South Africa,0.000404131
2013,South Korea,0.000640572
2013,Spain,0.000263801
2013,Sri Lanka,0.000396511
2013,Sweden,0.000417145
2013,Switzerland,0.000338059
2013,Taiwan,0.000647293
2013,Thailand,0.000594045
2013,Tunisia,0.000430725
2013,Turkey,0.000550753
2013,Uganda,0.000645578
2013,United Arab Emirates,0.000317662
2013,United Kingdom,0.000389341
2013,United States,0.000327865
2013,Vietnam,0.000451977
2014,Albania,0.00085034
2014,Algeria,0.001185536
2014,Anguilla,0.003333333
2014,Argentina,4.85508E-05
2014,Australia,0.000260005
2014,Austria,4.04957E-05
2014,Azerbaijan,0.001682086
2014,Bangladesh,0.000255558
2014,Belgium,0.000396927
2014,Brazil,0.000110653
2014,Bulgaria,0.000559806
2014,Burkina Faso,0.001683502
2014,Cameroon,0.001129305
2014,Canada,0.000369292
2014,China,0.000295672
2014,Colombia,4.81696E-05
2014,Costa Rica,0.00034153
2014,Croatia,0.000102041
2014,Cyprus,0.000881057
2014,Czech Republic,0.000412252
2014,Denmark,0.000467617
2014,Ecuador,0.000409836
2014,Egypt,0.000792079
2014,Finland,9.72337E-05
2014,France,0.00024286
2014,Georgia,0.000853242
2014,Germany,0.000625049
2014,Greece,0.000461255
2014,Hong Kong,0.000297309
2014,Hungary,8.09585E-05
2014,India,0.000617747
2014,Iran,0.000682792
2014,Iraq,0.000252781
2014,Ireland,0.000853728
2014,Israel,0.000241604
2014,Italy,0.000549687
2014,Japan,0.000487023
2014,Jordan,0.000864304
2014,Kenya,0.000517197
2014,Kuwait,0.001365188
2014,Lebanon,0.000761035
2014,Libya,0.001769912
2014,Luxembourg,0.000266099
2014,Malaysia,0.000434914
2014,Mauritius,0.003984064
2014,Mexico,0.000145037
2014,Morocco,0.000955262
2014,Myanmar (formerly Burma),0.001923077
2014,Nepal,0.000706464
2014,Netherlands,0.000425023
2014,New Zealand,0.000393882
2014,Nigeria,0.000496947
2014,Norway,9.46566E-05
2014,Oman,0.001846154
2014,Pakistan,0.000471254
2014,Peru,0.00031463
2014,Poland,0.000109287
2014,Portugal,0.000285459
2014,Qatar,0.001368363
2014,Republic of the Congo (Congo-Brazzaville),0.005076142
2014,Romania,0.000469539
2014,Russia,5.97746E-05
2014,Saudi Arabia,0.000752968
2014,Serbia,0.000406752
2014,Singapore,0.00034371
2014,Slovakia,0.000219106
2014,South Africa,0.000282771
2014,South Korea,0.000447603
2014,Spain,0.000112043
2014,Sudan,0.003683241
2014,Sweden,0.00044624
2014,Switzerland,0.000262135
2014,Taiwan,0.001583949
2014,Tanzania,0.001027221
2014,Thailand,0.000465704
2014,Tunisia,0.001086219
2014,Turkey,0.000412139
2014,Uganda,0.001082837
2014,Ukraine,7.60398E-05
2014,United Kingdom,0.000325366
2014,United States,0.00036474
2014,Uruguay,0.000424088
2014,Venezuela,0.000274348
2014,Vietnam,0.000196348
2014,Yemen,0.001179245
2015,Algeria,0.001449801
2015,Argentina,4.60511E-05
2015,Australia,0.000481095
2015,Austria,0.000345835
2015,Azerbaijan,0.000591716
2015,Bahrain,0.001890359
2015,Bangladesh,0.000713267
2015,Belarus,0.000846382
2015,Belgium,0.000180083
2015,Bolivia,0.000724113
2015,Bosnia & Herzegovina,0.000544959
2015,Brazil,0.000131739
2015,Canada,0.000418074
2015,Chile,0.000179222
2015,China,0.000755785
2015,Colombia,8.94454E-05
2015,Croatia,0.000198669
2015,Czech Republic,0.000231571
2015,Denmark,0.00050141
2015,Egypt,0.001048081
2015,Finland,0.000278358
2015,France,0.000334045
2015,Georgia,0.000814332
2015,Germany,0.000395218
2015,Greece,0.000251953
2015,Guatemala,0.001390821
2015,Hong Kong,0.000285286
2015,Iceland,0.001271456
2015,India,0.000755151
2015,Iran,0.001101475
2015,Ireland,0.000474769
2015,Israel,0.000469175
2015,Italy,0.000400878
2015,Japan,0.000418389
2015,Jordan,0.000833565
2015,Kazakhstan,0.000353482
2015,Kenya,0.000484496
2015,Kuwait,0.001152074
2015,Lebanon,0.000714286
2015,Luxembourg,0.000529241
2015,Malaysia,0.000464145
2015,Mexico,0.000193541
2015,Morocco,0.000474759
2015,Nepal,0.000324992
2015,Netherlands,0.000466164
2015,New Zealand,6.30636E-05
2015,Nigeria,0.000351346
2015,Norway,0.000412447
2015,Pakistan,0.00171904
2015,Philippines,0.000227946
2015,Poland,0.000126267
2015,Portugal,0.000136175
2015,Qatar,0.001020148
2015,Romania,0.000412669
2015,Russia,0.000121102
2015,Saudi Arabia,0.000750338
2015,Serbia,0.001342926
2015,Singapore,0.000884297
2015,Slovakia,0.00021901
2015,Slovenia,0.000395205
2015,South Africa,0.000405696
2015,South Korea,0.000596684
2015,Spain,0.000213375
2015,Sri Lanka,0.000329381
2015,Sweden,0.000335667
2015,Switzerland,0.000553347
2015,Taiwan,0.000339443
2015,Tajikistan,0.001179245
2015,Thailand,0.000905387
2015,Tunisia,0.000359669
2015,Turkey,0.000484496
2015,Ukraine,6.8264E-05
2015,United Arab Emirates,0.000673552
2015,United Kingdom,0.000586568
2015,United States,0.000568388
2015,Uzbekistan,0.002176279
2015,Vietnam,0.000527148
2016,Albania,0.002024291
2016,Algeria,0.000347947
2016,Argentina,0.000216544
2016,Armenia,0.000793021
2016,Australia,0.000704447
2016,Austria,0.000289572
2016,Bahrain,0.013793103
2016,Bangladesh,0.00042508
2016,Belarus,0.001587932
2016,Belgium,6.62135E-05
2016,Bermuda,0.020408163
2016,Brazil,0.000288406
2016,Cambodia,0.001219512
2016,Cameroon,0.000451467
2016,Canada,0.000488427
2016,Cayman Islands,0.019230769
2016,Central African Republic,0.018867925
2016,Chile,0.000255115
2016,China,0.000940726
2016,Colombia,4.35901E-05
2016,Cote d'Ivoire,0.000902527
2016,Croatia,0.000278242
2016,Cyprus,0.000664452
2016,Czech Republic,0.000225242
2016,Denmark,0.00021189
2016,Egypt,0.001034394
2016,Ethiopia,0.000548396
2016,Finland,0.000481843
2016,France,0.000274623
2016,French Polynesia,0.005649718
2016,Germany,0.000387131
2016,Ghana,0.000547495
2016,Greece,0.000587199
2016,Grenada,0.008888889
2016,Hong Kong,0.00080155
2016,Hungary,0.00029773
2016,Iceland,0.001762632
2016,India,0.000896072
2016,Indonesia,8.3379E-05
2016,Iran,0.001792115
2016,Iraq,0.000355745
2016,Ireland,0.000813619
2016,Israel,0.000306399
2016,Italy,0.000487571
2016,Japan,0.000500779
2016,Jordan,0.000509295
2016,Kazakhstan,0.000322997
2016,Kenya,0.000210261
2016,Kosovo,0.001519757
2016,Kuwait,0.000527148
2016,Lebanon,0.00064041
2016,Macau,0.001445087
2016,Macedonia,0.000601685
2016,Malaysia,0.000616823
2016,Malta,0.001070664
2016,Mexico,0.000101911
2016,Montenegro,0.001733102
2016,Morocco,0.000397193
2016,Myanmar (formerly Burma),0.001533742
2016,Nepal,0.000639386
2016,Netherlands,0.000358402
2016,New Zealand,0.000422884
2016,Nigeria,0.000863878
2016,Norway,0.000256619
2016,Oman,0.00095648
2016,Pakistan,0.001154734
2016,Peru,0.000140944
2016,Philippines,0.000227842
2016,Poland,0.000158709
2016,Portugal,0.000323698
2016,Qatar,0.000627746
2016,Romania,0.00126164
2016,Russia,0.000120964
2016,Saudi Arabia,0.00106684
2016,Senegal,0.00280112
2016,Serbia,0.001465604
2016,Singapore,0.00172834
2016,Slovenia,0.000539229
2016,South Africa,0.000521338
2016,South Korea,0.000485029
2016,Spain,0.000411858
2016,Sri Lanka,0.001270648
2016,Sweden,0.00043576
2016,Switzerland,0.000377164
2016,Syria,0.003649635
2016,Taiwan,0.00090799
2016,Thailand,0.000590354
2016,Tunisia,0.000322789
2016,Turkey,0.000397483
2016,United Arab Emirates,0.0004
2016,United Kingdom,0.000521853
2016,United States,0.00055118
2016,Venezuela,0.000286862
2016,Vietnam,0.000144886
2017,Algeria,0.000831082
2017,Argentina,0.000335965
2017,Armenia,0.001569859
2017,Australia,0.000378991
2017,Austria,0.000108605
2017,Azerbaijan,0.000522466
2017,Bangladesh,0.00010099
2017,Belarus,0.00105671
2017,Belgium,0.000354264
2017,Bermuda,0.016949153
2017,Bosnia & Herzegovina,0.000422297
2017,Botswana,0.00128041
2017,Brazil,0.000120384
2017,Canada,0.000316548
2017,Chile,0.000209205
2017,China,0.000890405
2017,Colombia,0.000116252
2017,Cuba,0.000146092
2017,Cyprus,0.000273523
2017,Denmark,0.000174902
2017,Egypt,0.000482426
2017,Estonia,0.00030553
2017,Ethiopia,0.000602168
2017,Finland,0.000258643
2017,France,0.000238954
2017,Germany,0.000243484
2017,Ghana,0.000249688
2017,Greece,0.000326052
2017,Hong Kong,0.000315776
2017,Hungary,0.000216029
2017,India,0.000651744
2017,Indonesia,6.29223E-05
2017,Iran,0.000901077
2017,Iraq,0.001130085
2017,Ireland,0.00053757
2017,Israel,0.000897474
2017,Italy,0.000600028
2017,Japan,0.000445959
2017,Jordan,0.000226449
2017,Kazakhstan,0.004393191
2017,Kenya,0.000182349
2017,Latvia,0.000297796
2017,Lebanon,0.000283286
2017,Libya,0.002717391
2017,Malaysia,0.000510914
2017,Mexico,0.00014511
2017,Morocco,0.00012207
2017,Nepal,0.001428571
2017,Netherlands,0.00030842
2017,New Zealand,0.000347323
2017,Nigeria,0.000267394
2017,Norway,0.000315196
2017,Oman,0.00192864
2017,Pakistan,0.000700738
2017,Poland,0.000169559
2017,Portugal,9.33765E-05
2017,Romania,0.001723084
2017,Russia,0.002334229
2017,Saudi Arabia,0.000858185
2017,Serbia,0.000738144
2017,Singapore,0.000344545
2017,Slovakia,0.000424268
2017,South Africa,0.000217376
2017,South Korea,0.000794842
2017,Spain,0.000264866
2017,Sri Lanka,0.000284252
2017,Swaziland/Eswatini,1.89243E-05
2017,Sweden,0.00046805
2017,Switzerland,0.000416335
2017,Taiwan,0.00096573
2017,Tanzania,0.000415455
2017,Thailand,0.000159363
2017,Tunisia,0.000740506
2017,Turkey,0.000438493
2017,Ukraine,4.54339E-05
2017,United Arab Emirates,0.000494478
2017,United Kingdom,0.000353112
2017,United States,0.00043811
2017,Venezuela,0.000575209
2017,Vietnam,0.000370142
2018,Algeria,0.001711403
2018,Argentina,0.000191476
2018,Armenia,0.000773395
2018,Australia,0.000286103
2018,Austria,0.000102669
2018,Azerbaijan,0.000828844
2018,Bangladesh,0.00054402
2018,Belarus,0.000968054
2018,Belgium,0.000168915
2018,Brazil,0.00017204
2018,Bulgaria,0.000273261
2018,Cameroon,0.000721241
2018,Canada,0.000354465
2018,Chile,9.82704E-05
2018,China,0.00074959
2018,Colombia,0.000320873
2018,Croatia,8.74661E-05
2018,Cuba,0.000261952
2018,Cyprus,0.000520833
2018,Czech Republic,0.000186428
2018,Denmark,0.000400756
2018,Egypt,0.000735597
2018,Ethiopia,0.000517509
2018,Finland,4.18165E-05
2018,France,0.000469337
2018,Georgia,0.001337793
2018,Germany,0.000337611
2018,Ghana,0.000218962
2018,Greece,0.000318269
2018,Hong Kong,0.000356273
2018,Hungary,0.000197941
2018,Iceland,0.000541126
2018,India,0.000969464
2018,Indonesia,0.00031334
2018,Iran,0.001438974
2018,Iraq,0.001579632
2018,Ireland,0.000738888
2018,Israel,0.00052951
2018,Italy,0.000967826
2018,Japan,0.000765825
2018,Jordan,0.000564865
2018,Kazakhstan,0.004032258
2018,Kenya,0.000333444
2018,Kuwait,0.003027682
2018,Kyrgyzstan,0.001908397
2018,Latvia,0.000301205
2018,Lebanon,0.000980633
2018,Malaysia,0.005479452
2018,Mali,0.001315789
2018,Mexico,0.000134391
2018,Moldova,0.00077101
2018,Morocco,0.000108625
2018,Myanmar (formerly Burma),0.001136364
2018,Nepal,0.000373274
2018,Netherlands,0.000303763
2018,New Zealand,0.000289235
